SEQENCE_ID                     TM SP PREDICTION
PF3D7_1100200.1-p1              1  0 o2549-2571i
PF3D7_1100300.1-p1              1  0 o299-320i
PF3D7_1100400.1-p1              1  0 o282-303i
PF3D7_1100500.1-p1              1  Y n8-20c24/25o286-307i
PF3D7_1101100.1-p1              1  0 o307-329i
PF3D7_1101200.1-p1              1  Y n9-20c26/27o314-336i
PF3D7_1101300.1-p1              1  Y n8-19c24/25o289-310i
PF3D7_1102200.1-p1              1  0 i46-63o
PF3D7_1102300.1-p1              1  0 i12-31o
PF3D7_1102500.1-p1              1  0 i40-59o
PF3D7_1102600.1-p1              3  0 o48-66i201-218o224-241i
PF3D7_1102700.1-p1              2  0 o6-26i47-71o
PF3D7_1102800.1-p1              2  0 o6-25i46-70o
PF3D7_1102900.1-p1              1  0 i27-46o
PF3D7_1103000.1-p1              1  0 o41-63i
PF3D7_1103400.1-p1              0  0 i
PF3D7_1103500.1-p1              0  Y n4-13c18/19o
PF3D7_1103600.1-p1              0  0 i
PF3D7_1104100.1-p1              1  0 i326-346o
PF3D7_1104300.1-p1              0  0 i
PF3D7_1104400.1-p1              0  Y n6-17c21/22o
PF3D7_1104800.1-p1             11  0 i12-29o49-71i83-100o106-127i148-169o175-199i233-255o267-288i300-318o364-380i392-411o
PF3D7_1105200.1-p1              0  0 i
PF3D7_1105300.1-p1              1  Y n7-17c21/22o681-703i
PF3D7_1105600.1-p1              0  Y n6-14c19/20o
PF3D7_1105800.1-p1              0  Y n6-13c18/19o
PF3D7_1105900.1-p1              4  0 i7-27o33-54i63-84o104-126i
PF3D7_1106200.1-p1              0  Y n2-13c17/18o
PF3D7_1106400.1-p1              0  0 i
PF3D7_1106500.1-p1              5  Y n3-14c22/23o435-453i473-492o504-526i648-671o1495-1515i
PF3D7_1106900.1-p1              0  0 i
PF3D7_1107200.1-p1              0  0 i
PF3D7_1107500.1-p1              0  0 i
PF3D7_1107600.1-p1              0  0 i
PF3D7_1107900.1-p1              5  0 i87-105o125-154i234-260o1160-1181i1188-1207o
PF3D7_1108700.1-p1              0  Y n18-28c33/34o
PF3D7_1108800.1-p1              0  0 i
PF3D7_1108900.1-p1              0  0 i
PF3D7_1109100.1-p1              1  0 i155-176o
PF3D7_1110000.1-p1              1  0 o12-30i
PF3D7_1110100.1-p1              5  0 o325-343i350-366o372-388i776-794o800-818i
PF3D7_1110500.1-p1              0  0 i
PF3D7_1110700.1-p1              0  0 i
PF3D7_1111100.1-p1              0  0 i
PF3D7_1111200.1-p1              0  0 i
PF3D7_1111300.1-p1              1  0 o266-287i
PF3D7_1112000.1-p1              1  Y n8-19c23/24o33-52i
PF3D7_1112100.1-p1              5  0 i162-182o326-343i434-452o458-480i1684-1702o
PF3D7_1112200.1-p1              0  0 i
PF3D7_1112300.1-p1              0  0 i
PF3D7_1112700.1-p1              1  0 i160-179o
PF3D7_1113000.1-p1              6  0 o1422-1441i1835-1854o2447-2469i3145-3164o5839-5860i5867-5886o
PF3D7_1113200.1-p1              0  0 i
PF3D7_1113300.1-p1              8  0 i21-43o58-82i103-125o158-177i189-205o225-245i257-279o313-331i
PF3D7_1113400.1-p1              0  0 i
PF3D7_1113500.1-p1              0  0 i
PF3D7_1113800.1-p1              6  0 i60-82o484-504i516-541o561-582i603-624o636-655i
PF3D7_1114400.1-p1              0  0 i
PF3D7_1114500.1-p1              0  0 i
PF3D7_1114900.1-p1              2  0 o1772-1789i2156-2174o
PF3D7_1115000.1-p1              0  0 i
PF3D7_1115100.1-p1              0  0 i
PF3D7_1115800.1-p1              0  0 i
PF3D7_1116000.1-p1              0  Y n7-18c23/24o
PF3D7_1116200.1-p1              0  0 i
PF3D7_1116200.2-p1              0  0 i
PF3D7_1116400.1-p1              1  0 i424-446o
PF3D7_1116500.1-p1             10  0 i42-64o84-103i110-131o137-157i177-195o201-221i242-261o281-301i313-331o417-438i
PF3D7_1116800.1-p1              0  Y n10-21c26/27o
PF3D7_1117000.1-p1             11  Y n17-26c30/31o221-243i250-270o455-473i480-503o523-544i1069-1091o1097-1124i1136-1157o1169-1191i1203-1224o1236-1261i
PF3D7_1117200.1-p1              1  0 o1482-1500i
PF3D7_1117300.1-p1              3  0 o6-24i36-52o58-78i
PF3D7_1117400.1-p1              1  0 o365-387i
PF3D7_1117700.1-p1              0  0 i
PF3D7_1118000.1-p1              0  0 i
PF3D7_1118100.1-p1              0  0 i
PF3D7_1118200.1-p1              0  0 i
PF3D7_1118800.1-p1              0  0 i
PF3D7_1118900.1-p1              0  Y n7-18c23/24o
PF3D7_1119000.1-p1              1  0 o6-24i
PF3D7_1119800.1-p1              0  0 i
PF3D7_1120200.1-p1              2  0 i7-29o49-69i
PF3D7_1120300.1-p1              2  0 i456-481o493-512i
PF3D7_1120600.1-p1              1  0 i21-38o
PF3D7_1120800.1-p1              2  0 i12-32o44-63i
PF3D7_1120900.1-p1              0  0 i
PF3D7_1121200.1-p1              0  0 i
PF3D7_1121500.1-p1              2  0 o6-23i268-285o
PF3D7_1121600.1-p1              1  Y n3-14c22/23o80-101i
PF3D7_1121700.1-p1              0  0 i
PF3D7_1122000.1-p1              0  0 i
PF3D7_1122300.1-p1              1  Y n8-19c23/24o335-355i
PF3D7_1122700.1-p1              3  0 o6-23i118-136o182-202i
PF3D7_1123300.1-p1              1  0 o662-688i
PF3D7_1123600.1-p1              0  0 i
PF3D7_1124100.1-p1              0  0 i
PF3D7_1124200.1-p1              0  0 i
PF3D7_1125000.1-p1              1  0 o6-31i
PF3D7_1125200.1-p1              3  0 o138-157i164-185o191-211i
PF3D7_1125500.1-p1              0  0 i
PF3D7_1125600.1-p1              0  0 i
PF3D7_1125800.1-p1              0  0 i
PF3D7_1125900.1-p1              0  0 i
PF3D7_1126900.1-p1              0  0 i
PF3D7_1127200.1-p1              0  0 i
PF3D7_1127400.1-p1              0  Y n11-21c26/27o
PF3D7_1127700.1-p1              1  0 o414-434i
PF3D7_1127900.1-p1              0  0 i
PF3D7_1128900.1-p1              0  0 i
PF3D7_1129100.1-p1              0  Y n4-15c21/22o
PF3D7_1129200.1-p1              0  0 i
PF3D7_1129300.1-p1              0  0 i
PF3D7_1129700.1-p1              1  0 i159-178o
PF3D7_1129900.1-p1             12  0 i88-107o148-171i178-197o203-223i235-258o270-288i414-435o455-473i480-499o505-527i539-558o570-592i
PF3D7_1130500.1-p1              1  0 o829-847i
PF3D7_1130800.1-p1              0  0 i
PF3D7_1130900.1-p1              8  0 i794-814o834-850i1052-1070o1090-1108i1180-1202o1208-1226i1238-1255o1261-1277i
PF3D7_1131100.1-p1              7  0 o521-540i560-577o583-600i641-659o665-684i705-725o731-750i
PF3D7_1131400.1-p1              3  0 o1403-1424i1445-1461o1493-1510i
PF3D7_1131500.1-p1              0  0 i
PF3D7_1131600.1-p1              0  0 i
PF3D7_1131800.1-p1              0  0 i
PF3D7_1131900.1-p1              3  0 o6-25i168-185o644-670i
PF3D7_1132300.1-p1              0  0 i
PF3D7_1132400.1-p1             10  0 i525-541o561-580i861-882o888-910i919-938o1049-1071i1306-1331o1363-1382i1394-1412o1424-1444i
PF3D7_1132500.1-p1             15  0 o484-502i514-533o558-574i720-738o750-769i802-826o841-860i921-939o945-963i984-1009o1015-1037i1049-1068o1080-1102i1173-1195o1293-1315i
PF3D7_1132800.1-p1              5  Y n17-27c32/33o48-69i90-110o130-154i166-186o218-238i
PF3D7_1132900.1-p1              0  0 i
PF3D7_1133000.1-p1              0  Y n2-20c24/25o
PF3D7_1133300.1-p1              2  0 o53-74i336-358o
PF3D7_1133400.1-p1              1  Y n4-12c24/25o547-567i
PF3D7_1133500.1-p1              0  0 i
PF3D7_1133600.1-p1              2  0 o490-513i522-542o
PF3D7_1133900.1-p1              0  Y n3-14c19/20o
PF3D7_1134000.1-p1              0  0 i
PF3D7_1134200.1-p1              3  0 i185-208o720-744i948-967o
PF3D7_1134300.1-p1              0  0 i
PF3D7_1134400.1-p1              0  0 i
PF3D7_1134600.1-p1              0  0 i
PF3D7_1134800.1-p1              0  0 i
PF3D7_1134900.1-p1              0  0 i
PF3D7_1135000.1-p1              7  0 o20-40i52-75o81-102i114-132o138-157i169-188o194-217i
PF3D7_1135300.1-p1              8  0 i20-43o84-106i118-137o181-200i212-231o269-290i302-324o375-400i
PF3D7_1135400.1-p1              0  Y n3-14c18/19o
PF3D7_1135600.1-p1              4  0 i167-184o1216-1233i1254-1278o1393-1415i
PF3D7_1135700.1-p1              0  0 i
PF3D7_1135800.1-p1              0  0 i
PF3D7_1136100.1-p1              0  Y n4-9c13/14o
PF3D7_1136200.1-p1              1  0 o662-678i
PF3D7_1136800.1-p1              1  0 o236-254i
PF3D7_1137300.1-p1              7  0 o36-57i414-435o450-471i478-496o530-551i558-578o598-616i
PF3D7_1137400.1-p1              0  0 i
PF3D7_1137800.1-p1              0  0 i
PF3D7_1138100.1-p1              0  0 i
PF3D7_1138200.1-p1              4  0 i28-49o64-83i95-123o143-171i
PF3D7_1138300.1-p1              4  0 i12-32o52-74i86-109o115-132i
PF3D7_1138350.1-p1              0  0 i
PF3D7_1138600.1-p1              0  0 i
PF3D7_1138700.1-p1              1  0 o1849-1866i
PF3D7_1138800.1-p1              2  0 o1316-1338i1359-1377o
PF3D7_1139900.1-p1              0  0 i
PF3D7_1140400.1-p1              0  0 i
PF3D7_1141000.1-p1              0  0 i
PF3D7_1141100.1-p1              0  0 i
PF3D7_1141500.1-p1              0  0 i
PF3D7_1141700.1-p1              0  0 i
PF3D7_1142000.1-p1              2  0 i528-547o567-588i
PF3D7_1142100.1-p1              0  0 i
PF3D7_1142300.1-p1              6  0 o498-515i646-665o671-689i1389-1410o1416-1435i1513-1532o
PF3D7_1142900.1-p1              0  0 i
PF3D7_1143200.1-p1              2  Y n5-16c21/22o111-135i204-226o
PF3D7_1143600.1-p1              0  0 i
PF3D7_1143700.1-p1              7  0 i102-123o129-147i168-187o207-223i369-386o576-592i628-646o
PF3D7_1143800.1-p1              1  0 i177-196o
PF3D7_1144900.1-p1              0  0 i
PF3D7_1145000.1-p1              0  0 i
PF3D7_1145100.1-p1              0  0 i
PF3D7_1145300.1-p1              0  0 i
PF3D7_1145500.1-p1              6  Y n5-16c21/22o192-209i229-246o252-274i311-328o334-353i414-433o
PF3D7_1145600.1-p1              3  0 i297-314o334-360i387-410o
PF3D7_1145700.1-p1              1  0 i99-118o
PF3D7_1145900.1-p1              0  0 i
PF3D7_1146100.1-p1              0  Y n3-14c19/20o
PF3D7_1146200.1-p1              1  0 o143-164i
PF3D7_1146300.1-p1              1  0 o58-78i
PF3D7_1146500.1-p1              0  0 i
PF3D7_1146900.1-p1              5  0 o50-68i80-100o106-130i137-159o165-184i
PF3D7_1147000.1-p1              0  0 i
PF3D7_1147100.1-p1              0  0 i
PF3D7_1147800.1-p1              1  Y n7-15c20/21o1988-2005i
PF3D7_1147900.1-p1              1  0 o27-45i
PF3D7_1148700.1-p1              1  0 i7-24o
PF3D7_1148800.1-p1              1  0 i46-64o
PF3D7_1148900.1-p1              2  0 o42-61i73-88o
PF3D7_1149100.1-p1              0  0 i
PF3D7_1149200.1-p1              1  0 i51-69o
PF3D7_1149400.1-p1              1  0 o6-23i
PF3D7_1149600.1-p1              3  0 o37-57i541-557o618-638i
PF3D7_1149700.1-p1              0  0 i
PF3D7_1149800.1-p1              1  Y n7-18c22/23o269-294i
PF3D7_1149900.1-p1              4  0 i182-201o207-227i234-252o264-290i
PF3D7_1150000.1-p1              1  Y n8-19c23/24o324-349i
PF3D7_1150200.1-p1              1  0 o297-318i
PF3D7_1150300.1-p1              1  0 o300-321i
PF3D7_1150400.1-p1              1  0 o2695-2717i
PF3D7_1200100.1-p1              1  0 o1669-1691i
PF3D7_1200200.1-p1              1  0 o337-358i
PF3D7_1200300.1-p1              1  Y n8-19c26/27o303-325i
PF3D7_1200400.1-p1              1  0 o2438-2455i
PF3D7_1200500.1-p1              1  0 o328-349i
PF3D7_1200600.1-p1              1  0 o2650-2667i
PF3D7_1200610.1-p1              0  0 i
PF3D7_1200900.1-p1              1  0 i34-52o
PF3D7_1201000.1-p1              0  Y n14-25c30/31o
PF3D7_1201100.1-p1              1  0 i49-70o
PF3D7_1201200.1-p1              1  0 o49-68i
PF3D7_1201300.1-p1              1  Y n3-14c24/25o54-74i
PF3D7_1201400.1-p1              1  0 o6-23i
PF3D7_1201700.1-p1              4  0 i16-33o39-60i72-94o114-140i
PF3D7_1201900.1-p1              0  0 i
PF3D7_1202300.1-p1              4  0 o593-614i1997-2018o3184-3203i3223-3241o
PF3D7_1202900.1-p1              0  0 i
PF3D7_1203400.1-p1             12  0 i30-53o59-77i89-113o605-629i641-662o668-690i1017-1040o1060-1078i1085-1108o1120-1141i1153-1176o1182-1204i
PF3D7_1203700.1-p1              0  0 i
PF3D7_1203900.1-p1              0  0 i
PF3D7_1204000.1-p1              0  0 i
PF3D7_1204400.1-p1              7  Y n6-14c22/23o88-107i119-138o144-162i174-191o219-242i262-283o303-326i
PF3D7_1204700.1-p1              0  0 i
PF3D7_1204900.1-p1              2  0 o13-34i88-107o
PF3D7_1205000.1-p1              2  0 o487-508i520-538o
PF3D7_1205200.1-p1              0  0 i
PF3D7_1205300.1-p1              0  Y n7-15c23/24o
PF3D7_1205400.1-p1              0  0 i
PF3D7_1205600.1-p1              0  0 i
PF3D7_1205900.1-p1              4  0 i750-776o788-813i902-922o961-981i
PF3D7_1206300.1-p1              0  0 i
PF3D7_1207300.1-p1              0  Y n5-16c21/22o
PF3D7_1207400.1-p1              0  0 i
PF3D7_1207700.1-p1              0  Y n8-19c24/25o
PF3D7_1207900.1-p1              0  0 i
PF3D7_1208100.1-p1             10  0 i578-594o1112-1133i1465-1482o1538-1555i1700-1721o2244-2260i2407-2428o4056-4073i4122-4139o4297-4318i
PF3D7_1208200.1-p1             12  Y n6-16c20/21o2334-2354i2361-2382o2394-2413i2454-2474o2672-2693i2714-2735o2769-2788i2822-2841o2847-2871i2883-2904o2910-2935i3449-3470o
PF3D7_1208400.1-p1             11  0 i73-92o98-119i150-176o182-203i215-234o246-268i337-360o380-400i420-440o446-467i1545-1563o
PF3D7_1208700.1-p1              0  0 i
PF3D7_1208800.1-p1              6  0 i527-545o694-721i742-766o778-797i914-932o938-955i
PF3D7_1209000.1-p1              0  0 i
PF3D7_1209700.1-p1              2  0 i44-62o74-94i
PF3D7_1209900.1-p1              6  0 i201-227o247-265i314-338o344-365i429-448o460-478i
PF3D7_1210100.1-p1              1  0 o283-301i
PF3D7_1210300.1-p1              0  0 i
PF3D7_1210500.1-p1              0  0 i
PF3D7_1210700.1-p1              1  0 i16-33o
PF3D7_1211200.1-p1              2  0 o824-843i1161-1180o
PF3D7_1211800.1-p1              0  0 i
PF3D7_1212100.1-p1              1  0 i9-26o
PF3D7_1212200.1-p1              0  0 i
PF3D7_1212400.1-p1              1  0 o300-319i
PF3D7_1212600.1-p1              4  0 i16-37o43-62i74-94o100-122i
PF3D7_1213300.1-p1              0  0 i
PF3D7_1213500.1-p1              7  Y n9-20c27/28o431-450i470-493o513-533i545-566o578-596i617-639o645-663i
PF3D7_1213900.1-p1              0  0 i
PF3D7_1214000.1-p1              1  0 i21-42o
PF3D7_1214400.1-p1              2  0 o45-78i99-119o
PF3D7_1214500.1-p1              1  0 i7-24o
PF3D7_1214600.1-p1              0  0 i
PF3D7_1214700.1-p1              0  0 i
PF3D7_1214800.1-p1              0  Y n3-11c15/16o
PF3D7_1214900.1-p1              5  0 i22-44o56-78i90-110o122-145i166-187o
PF3D7_1215100.1-p1              1  0 i162-186o
PF3D7_1215300.1-p1              0  0 i
PF3D7_1215400.1-p1              3  0 i160-179o185-205i591-608o
PF3D7_1215600.1-p1              0  0 i
PF3D7_1215700.1-p1              0  0 i
PF3D7_1215800.1-p1              0  0 i
PF3D7_1215900.1-p1              8  0 i12-33o384-404i416-436o448-477i489-506o518-542i563-587o599-620i
PF3D7_1216100.1-p1              5  0 i129-148o160-182i202-222o228-248i260-283o
PF3D7_1216300.1-p1              0  0 i
PF3D7_1216400.1-p1             13  0 o6-22i133-152o164-184i205-229o249-266i278-300o654-672i684-704o724-741i813-834o840-858i870-889o895-914i
PF3D7_1216500.1-p1              1  0 i7-26o
PF3D7_1216600.1-p1              0  Y n7-19c24/25o
PF3D7_1216700.1-p1              1  0 i7-23o
PF3D7_1217000.1-p1              0  0 i
PF3D7_1217300.1-p1              1  0 o6-26i
PF3D7_1217500.1-p1              0  0 i
PF3D7_1217800.1-p1              0  0 i
PF3D7_1218000.1-p1              1  0 o310-331i
PF3D7_1218100.1-p1              2  0 i12-32o424-445i
PF3D7_1218200.1-p1              3  0 o1014-1033i1433-1450o1705-1723i
PF3D7_1218300.1-p1              0  0 i
PF3D7_1218400.1-p1             10  0 i175-194o214-235i247-265o271-290i302-320o326-346i358-379o399-418i430-451o457-476i
PF3D7_1218500.1-p1              0  0 i
PF3D7_1218700.1-p1              0  0 i
PF3D7_1218800.1-p1              0  0 i
PF3D7_1219100.1-p1              0  0 i
PF3D7_1219300.1-p1              1  0 o1792-1813i
PF3D7_1219800.1-p1              1  0 o25-50i
PF3D7_1220000.1-p1              0  0 i
PF3D7_1220600.1-p1              5  0 o6-22i197-216o222-238i250-276o288-307i
PF3D7_1220700.1-p1              0  0 i
PF3D7_1221100.1-p1              0  Y n4-14c19/20o
PF3D7_1221200.1-p1              2  0 i33-66o72-93i
PF3D7_1221500.1-p1              0  0 i
PF3D7_1221700.1-p1              2  0 o12-36i43-64o
PF3D7_1221800.1-p1              0  Y n2-12c16/17o
PF3D7_1221900.1-p1              7  0 o12-31i52-72o78-95i131-151o574-593i605-634o654-674i
PF3D7_1222100.1-p1              1  0 i39-57o
PF3D7_1222300.1-p1              0  Y n8-19c28/29o
PF3D7_1222700.1-p1              0  0 i
PF3D7_1222900.1-p1              0  0 i
PF3D7_1223000.1-p1              1  0 o20-39i
PF3D7_1223200.1-p1              2  0 o190-211i298-316o
PF3D7_1223500.1-p1              6  0 o1677-1694i2078-2096o2102-2121i2174-2194o2302-2318i3359-3381o
PF3D7_1223600.1-p1              3  0 o652-670i1270-1296o1316-1333i
PF3D7_1223700.1-p1              5  0 i48-71o77-96i183-206o212-233i245-267o
PF3D7_1223800.1-p1              0  0 i
PF3D7_1224200.1-p1              0  0 i
PF3D7_1224300.1-p1              0  0 i
PF3D7_1224500.1-p1              0  0 i
PF3D7_1224800.1-p1              0  0 i
PF3D7_1224900.1-p1              0  0 i
PF3D7_1225000.1-p1              5  0 o300-326i338-360o1329-1347i1359-1376o1382-1398i
PF3D7_1225900.1-p1              1  0 i15-32o
PF3D7_1226000.1-p1              0  0 i
PF3D7_1226500.1-p1              0  0 i
PF3D7_1226600.1-p1              0  0 i
PF3D7_1226800.1-p1              0  0 i
PF3D7_1226900.1-p1              1  Y n6-18c22/23o364-383i
PF3D7_1227000.1-p1              0  0 i
PF3D7_1227200.1-p1              9  0 i45-65o77-102i570-593o613-635i642-666o706-729i741-760o766-786i1037-1058o
PF3D7_1227500.1-p1              2  0 o130-152i287-304o
PF3D7_1227800.1-p1              1  0 o1064-1085i
PF3D7_1228000.1-p1              0  0 i
PF3D7_1228100.1-p1              0  0 i
PF3D7_1228200.1-p1              3  0 o702-720i740-761o781-797i
PF3D7_1228600.1-p1              0  Y n6-16c23/24o
PF3D7_1228700.1-p1              2  0 o6-27i400-419o
PF3D7_1228900.1-p1              0  0 i
PF3D7_1229100.1-p1             12  0 i132-160o180-203i396-422o428-447i515-533o553-573i1402-1428o1448-1470i1528-1545o1551-1568i1629-1651o1671-1692i
PF3D7_1229300.1-p1              1  Y n7-14c19/20o893-913i
PF3D7_1229400.1-p1              0  0 i
PF3D7_1229500.1-p1              0  0 i
PF3D7_1229600.1-p1              1  0 o6-23i
PF3D7_1230100.1-p1              0  0 i
PF3D7_1230700.1-p1              0  0 i
PF3D7_1231100.1-p1              0  0 i
PF3D7_1231200.1-p1              0  0 i
PF3D7_1231400.1-p1             10  0 i33-51o71-93i129-155o198-218i230-252o553-574i586-607o619-640i647-668o1923-1943i
PF3D7_1231500.1-p1              0  0 i
PF3D7_1231700.1-p1              1  0 o15-32i
PF3D7_1232100.1-p1              0  Y n8-18c23/24o
PF3D7_1232500.1-p1              2  0 o827-845i852-874o
PF3D7_1232600.1-p1              0  0 i
PF3D7_1232700.1-p1              2  Y n8-19c24/25o665-683i704-723o
PF3D7_1232800.1-p1              1  0 o69-91i
PF3D7_1233200.1-p1              0  0 i
PF3D7_1233300.1-p1              0  0 i
PF3D7_1233400.1-p1              6  0 i46-68o74-96i329-353o359-392i546-577o583-605i
PF3D7_1233600.1-p1              7  0 o1348-1368i1502-1522o3652-3670i3691-3713o3725-3744i5190-5209o5247-5265i
PF3D7_1233800.1-p1              0  0 i
PF3D7_1234000.1-p1              1  0 o201-224i
PF3D7_1234400.1-p1              2  Y n2-9c15/16o25-49i634-655o
PF3D7_1234600.1-p1              2  Y n9-19c23/24o1010-1032i1087-1104o
PF3D7_1234700.1-p1              0  Y n7-17c21/22o
PF3D7_1234800.1-p1              0  0 i
PF3D7_1234900.1-p1              0  0 i
PF3D7_1235000.1-p1              0  0 i
PF3D7_1236000.1-p1              1  0 o195-214i
PF3D7_1236100.1-p1              0  0 i
PF3D7_1236400.1-p1              0  Y n6-16c21/22o
PF3D7_1236650.1-p1              0  0 i
PF3D7_1237100.1-p1              4  0 o665-686i707-724o1857-1874i2406-2428o
PF3D7_1237200.1-p1              6  0 o225-244i275-293o299-320i346-364o922-943i1067-1086o
PF3D7_1237300.1-p1              0  0 i
PF3D7_1237700.1-p1              5  0 i12-30o42-63i104-124o130-149i188-209o
PF3D7_1237800.1-p1              0  0 i
PF3D7_1237900.1-p1              1  0 i7-25o
PF3D7_1238000.1-p1              4  0 i12-33o39-56i68-87o93-114i
PF3D7_1238100.1-p1              0  0 i
PF3D7_1238200.1-p1              0  0 i
PF3D7_1239300.1-p1              2  0 i148-171o177-200i
PF3D7_1239400.1-p1              0  Y n7-17c26/27o
PF3D7_1240100.1-p1              2  0 o6-24i54-74o
PF3D7_1240300.1-p1              1  0 o2164-2185i
PF3D7_1240400.1-p1              1  0 o1788-1810i
PF3D7_1240600.1-p1              1  0 o1891-1912i
PF3D7_1240900.1-p1              1  0 o1797-1819i
PF3D7_1241300.1-p1              0  0 i
PF3D7_1241700.1-p1              0  0 i
PF3D7_1241900.1-p1              1  0 o6-28i
PF3D7_1242300.1-p1              4  0 o24-44i51-75o81-102i109-130o
PF3D7_1242500.1-p1              0  0 i
PF3D7_1243000.1-p1              1  0 i281-301o
PF3D7_1243400.1-p1              0  0 i
PF3D7_1243700.1-p1              0  0 i
PF3D7_1243800.1-p1              0  0 i
PF3D7_1244000.1-p1              0  Y n26-41c46/47o
PF3D7_1244500.1-p1              0  Y n7-18c26/27o
PF3D7_1244900.1-p1              4  0 o434-450i471-489o509-528i639-660o
PF3D7_1245200.1-p1              1  0 i391-408o
PF3D7_1245500.1-p1              0  0 i
PF3D7_1245600.1-p1              0  0 i
PF3D7_1245900.1-p1              0  0 i
PF3D7_1246000.1-p1              2  0 i7-24o446-470i
PF3D7_1246200.1-p1              0  0 i
PF3D7_1246400.1-p1              0  0 i
PF3D7_1246700.1-p1              1  0 i99-117o
PF3D7_1246800.1-p1              1  0 o32-57i
PF3D7_1247100.1-p1              0  0 i
PF3D7_1247700.1-p1              0  0 i
PF3D7_1248300.1-p1              3  0 o6-24i45-65o100-124i
PF3D7_1248400.1-p1              0  0 i
PF3D7_1248500.1-p1              7  0 i81-100o112-133i145-164o170-190i197-219o225-243i263-285o
PF3D7_1248600.1-p1              2  0 i7-25o710-731i
PF3D7_1248800.1-p1              0  0 i
PF3D7_1249000.1-p1              2  0 o478-497i518-538o
PF3D7_1249500.1-p1              0  0 i
PF3D7_1250100.1-p1              0  Y n3-14c19/20o
PF3D7_1250200.1-p1              9  0 o6-29i108-127o154-174i692-714o745-773i785-805o889-913i944-962o974-995i
PF3D7_1250300.1-p1              0  0 i
PF3D7_1250500.1-p1              0  0 i
PF3D7_1251000.1-p1              0  Y n4-16c20/21o
PF3D7_1251100.1-p1              2  0 i67-87o99-122i
PF3D7_1251400.1-p1              1  0 o427-450i
PF3D7_1252100.1-p1              3  0 i251-271o277-298i553-573o
PF3D7_1252300.1-p1              1  0 o51-68i
PF3D7_1252500.1-p1              2  0 o42-60i360-393o
PF3D7_1252700.1-p1              0  0 i
PF3D7_1252800.1-p1              1  0 i21-43o
PF3D7_1252900.1-p1              0  Y n8-19c23/24o
PF3D7_1253000.1-p1              0  Y n10-21c26/27o
PF3D7_1253100.1-p1              1  0 i24-45o
PF3D7_1253200.1-p1              1  0 o6-23i
PF3D7_1253500.1-p1              1  0 o6-25i
PF3D7_1253700.1-p1              1  Y n10-18c23/24o323-344i
PF3D7_1253800.1-p1              1  0 i20-42o
PF3D7_1254000.1-p1              1  Y n3-14c22/23o304-326i
PF3D7_1254100.1-p1              3  0 o6-23i175-197o258-277i
PF3D7_1254200.1-p1              1  0 o310-331i
PF3D7_1254300.1-p1              5  0 o6-23i178-196o202-222i229-246o258-284i
PF3D7_1254400.1-p1              1  Y n8-18c22/23o337-359i
PF3D7_1254500.1-p1              1  Y n8-15c19/20o271-292i
PF3D7_1254600.1-p1              4  0 i178-196o202-222i229-246o258-284i
PF3D7_1254700.1-p1              1  0 o285-306i
PF3D7_1254800.1-p1              1  0 o276-297i
PF3D7_1255000.1-p1              1  Y n8-19c23/24o302-325i
PF3D7_1255100.1-p1              1  0 o309-330i
PF3D7_1255200.1-p1              1  0 o1802-1824i
PF3D7_1300100.1-p1              1  0 o1702-1724i
PF3D7_1300200.1-p1              1  0 o306-328i
PF3D7_1300300.1-p1              1  0 o2925-2947i
PF3D7_1300500.1-p1              1  0 o289-311i
PF3D7_1300600.1-p1              1  Y n8-19c27/28o303-325i
PF3D7_1300700.1-p1              1  0 o328-349i
PF3D7_1300900.1-p1              1  Y n8-15c19/20o265-290i
PF3D7_1301200.1-p1              1  0 i50-67o
PF3D7_1301400.1-p1              0  Y n8-21c25/26o
PF3D7_1301500.1-p1              1  0 i44-66o
PF3D7_1301600.1-p1              1  0 o1134-1153i
PF3D7_1301700.1-p1              3  0 o6-26i162-185o197-224i
PF3D7_1301900.1-p1              1  0 i12-32o
PF3D7_1302000.1-p1              2  0 i45-63o263-280i
PF3D7_1302050.1-p1              1  0 o6-28i
PF3D7_1302200.1-p1              2  0 o6-25i61-86o
PF3D7_1302300.1-p1              2  0 o6-22i86-109o
PF3D7_1302400.1-p1              4  0 i21-44o56-76i88-111o123-156i
PF3D7_1302500.1-p1              6  0 o761-780i817-835o1020-1037i1113-1132o1224-1247i1267-1287o
PF3D7_1302900.1-p1              1  0 o650-670i
PF3D7_1303200.1-p1              1  0 i187-206o
PF3D7_1303200.2-p1              1  0 i151-170o
PF3D7_1303500.1-p1             14  0 o26-44i237-255o261-280i301-318o330-357i369-391o411-428i440-459o465-483i490-510o522-544i556-582o594-616i628-654o
PF3D7_1303600.1-p1              1  0 o45-62i
PF3D7_1303800.1-p1             12  0 o545-562i640-657o684-706i879-899o1339-1362i1491-1509o1529-1555i3053-3071o4277-4301i4753-4771o4863-4880i4910-4930o
PF3D7_1303900.1-p1              0  0 i
PF3D7_1304200.1-p1              3  0 o194-214i407-428o440-463i
PF3D7_1304300.1-p1              0  Y n7-14c18/19o
PF3D7_1304400.1-p1              1  0 i328-347o
PF3D7_1304600.1-p1              1  0 i7-25o
PF3D7_1305100.1-p1              1  0 o6-31i
PF3D7_1305700.1-p1              0  Y n5-13c18/19o
PF3D7_1305800.1-p1              0  0 i
PF3D7_1306000.1-p1              4  0 o956-975i996-1017o1261-1278i1290-1316o
PF3D7_1306100.1-p1              0  0 i
