Protein_id	Compartment	Score	Rank
PF3D7_1334100.1-p1	cyto	19	1
PF3D7_1334100.1-p1	nucl	9	2
PF3D7_1334100.1-p1	extr	2	3
PF3D7_1334200.1-p1	cyto	19	1
PF3D7_1334200.1-p1	nucl	12	2
PF3D7_1334300.1-p1	E.R.	23	1
PF3D7_1334300.1-p1	extr	8	2
PF3D7_1334400.1-p1	extr	19	1
PF3D7_1334400.1-p1	E.R.	8	2
PF3D7_1334400.1-p1	lyso	2	3
PF3D7_1334500.1-p1	extr	15	1
PF3D7_1334500.1-p1	E.R.	13	2
PF3D7_1334500.1-p1	plas	1	3
PF3D7_1334500.1-p1	pero	1	4
PF3D7_1334500.1-p1	lyso	1	5
PF3D7_1334500.1-p1	golg	1	6
PF3D7_1334600.1-p1	extr	29	1
PF3D7_1334700.1-p1	extr	31	1
PF3D7_1334800.1-p1	E.R.	20	1
PF3D7_1334800.1-p1	extr	8	2
PF3D7_1334800.1-p1	plas	1	3
PF3D7_1334800.1-p1	nucl	1	4
PF3D7_1334800.1-p1	pero	1	5
PF3D7_1334800.1-p1	lyso	1	6
PF3D7_1335000.1-p1	extr	28	1
PF3D7_1335000.1-p1	golg	2	2
PF3D7_1335100.1-p1	extr	23	1
PF3D7_1335100.1-p1	pero	4.5	2
PF3D7_1335100.1-p1	mito_pero	4.5	3
PF3D7_1335300.1-p1	plas	16	1
PF3D7_1335300.1-p1	pero	8	2
PF3D7_1335300.1-p1	cysk_plas	8	3
PF3D7_1335300.1-p1	cyto_plas	8	4
PF3D7_1335500.1-p1	cyto	18.5	1
PF3D7_1335500.1-p1	cyto_nucl	18.3333	2
PF3D7_1335500.1-p1	nucl	12	3
PF3D7_1335500.1-p1	cyto_plas	10.5	4
PF3D7_1335600.1-p1	cyto	18	1
PF3D7_1335600.1-p1	cyto_nucl	13.3333	2
PF3D7_1335600.1-p1	cyto_plas	10.5	3
PF3D7_1335600.1-p1	nucl	5.5	4
PF3D7_1335600.1-p1	E.R.	3	5
PF3D7_1335700.1-p1	cyto	18.5	1
PF3D7_1335700.1-p1	cyto_mito	11.6667	2
PF3D7_1335700.1-p1	nucl	7	3
PF3D7_1335700.1-p1	mito	3.5	4
PF3D7_1335700.1-p1	mito_pero	3.33333	5
PF3D7_1335800.1-p1	cyto	19	1
PF3D7_1335800.1-p1	cyto_nucl	16.6667	2
PF3D7_1335800.1-p1	nucl	12	3
PF3D7_1335800.1-p1	cyto_golg	10.5	4
PF3D7_1335800.1-p1	cyto_plas	10.5	5
PF3D7_1335900.1-p1	E.R.	22	1
PF3D7_1335900.1-p1	plas	4.5	2
PF3D7_1335900.1-p1	pero	4	3
PF3D7_1335900.1-p1	extr_plas	3.5	4
PF3D7_1336000.1-p1	cyto	20.5	1
PF3D7_1336000.1-p1	cyto_nucl	16.5	2
PF3D7_1336000.1-p1	nucl	7.5	3
PF3D7_1336100.1-p1	cyto_nucl	13	1
PF3D7_1336100.1-p1	cyto	12.5	2
PF3D7_1336100.1-p1	nucl	8.5	3
PF3D7_1336100.1-p1	mito	7	4
PF3D7_1336200.1-p1	nucl	29	1
PF3D7_1336300.1-p1	plas	29	1
PF3D7_1336400.1-p1	cyto	17.5	1
PF3D7_1336400.1-p1	cyto_nucl	17.5	2
PF3D7_1336400.1-p1	nucl	14.5	3
PF3D7_1336600.1-p1	mito	14	1
PF3D7_1336600.1-p1	extr	7	2
PF3D7_1336600.1-p1	cyto	7	3
PF3D7_1336600.1-p1	E.R._mito	7	4
PF3D7_1336700.1-p1	extr	28	1
PF3D7_1336700.1-p1	E.R.	3	2
PF3D7_1336800.1-p1	cyto	20.5	1
PF3D7_1336800.1-p1	cyto_nucl	16	2
PF3D7_1336800.1-p1	nucl	8.5	3
PF3D7_1336900.1-p1	cyto	12	1
PF3D7_1336900.1-p1	cyto_nucl	12	2
PF3D7_1336900.1-p1	extr	10	3
PF3D7_1336900.1-p1	nucl	8	4
PF3D7_1337000.1-p1	mito	14	1
PF3D7_1337000.1-p1	nucl	8	2
PF3D7_1337000.1-p1	cyto	8	3
PF3D7_1337000.1-p1	cyto_nucl	8	4
PF3D7_1337100.1-p1	cyto	24	1
PF3D7_1337100.1-p1	cyto_nucl	13.3333	2
PF3D7_1337100.1-p1	cyto_plas	12.8333	3
PF3D7_1337100.1-p1	mito	5	4
PF3D7_1337200.1-p1	E.R.	25	1
PF3D7_1337200.1-p1	pero	3	2
PF3D7_1337200.1-p1	plas	2	3
PF3D7_1337200.1-p1	cyto_pero	2	4
PF3D7_1337300.1-p1	nucl	22.5	1
PF3D7_1337300.1-p1	cyto_nucl	15.5	2
PF3D7_1337300.1-p1	cyto	7.5	3
PF3D7_1337400.1-p1	cyto	24.5	1
PF3D7_1337400.1-p1	cyto_nucl	14.1667	2
PF3D7_1337400.1-p1	cyto_pero	13.6667	3
PF3D7_1337400.1-p1	cyto_plas	13.6667	4
PF3D7_1337400.1-p1	nucl	2.5	5
PF3D7_1337500.1-p1	cyto	19.5	1
PF3D7_1337500.1-p1	cyto_nucl	15.5	2
PF3D7_1337500.1-p1	nucl	8.5	3
PF3D7_1337700.1-p1	cyto	27	1
PF3D7_1337700.1-p1	nucl	3	2
PF3D7_1337800.1-p1	cyto_nucl	19.6667	1
PF3D7_1337800.1-p1	cyto	16.5	2
PF3D7_1337800.1-p1	nucl	13.5	3
PF3D7_1337800.1-p1	cyto_mito	9.83333	4
PF3D7_1337800.1-p1	cyto_plas	9.83333	5
PF3D7_1337900.1-p1	cyto	17	1
PF3D7_1337900.1-p1	cyto_nucl	12	2
PF3D7_1337900.1-p1	extr	5	3
PF3D7_1337900.1-p1	nucl	5	4
PF3D7_1337900.1-p1	cysk	5	5
PF3D7_1338000.1-p1	plas	32	1
PF3D7_1338100.1-p1	cyto	18.5	1
PF3D7_1338100.1-p1	cyto_nucl	13.8333	2
PF3D7_1338100.1-p1	cyto_mito	10.6667	3
PF3D7_1338100.1-p1	nucl	7	4
PF3D7_1338100.1-p1	pero	2	5
PF3D7_1338200.1-p1	cyto	17	1
PF3D7_1338200.1-p1	cyto_nucl	12.5	2
PF3D7_1338200.1-p1	mito	9	3
PF3D7_1338200.1-p1	nucl	6	4
PF3D7_1338300.1-p1	cyto	19	1
PF3D7_1338300.1-p1	mito	5.5	2
PF3D7_1338300.1-p1	mito_pero	5.16667	3
PF3D7_1338300.1-p1	E.R._mito	4.5	4
PF3D7_1338300.1-p1	nucl	4	5
PF3D7_1338400.1-p1	cyto	18	1
PF3D7_1338400.1-p1	cyto_nucl	15.5	2
PF3D7_1338400.1-p1	nucl	9	3
PF3D7_1338400.1-p1	mito	4	4
PF3D7_1338500.1-p1	cyto	26	1
PF3D7_1338500.1-p1	nucl	2	2
PF3D7_1338500.1-p1	extr	1	3
PF3D7_1338500.1-p1	mito	1	4
PF3D7_1338500.1-p1	pero	1	5
PF3D7_1338500.1-p1	cysk	1	6
PF3D7_1338500.1-p1	mito_pero	1	7
PF3D7_1338600.1-p1	E.R.	19	1
PF3D7_1338600.1-p1	extr	12	2
PF3D7_1338700.1-p1	nucl	21.5	1
PF3D7_1338700.1-p1	cyto_nucl	15.5	2
PF3D7_1338700.1-p1	cyto	8.5	3
PF3D7_1338800.1-p1	extr	15	1
PF3D7_1338800.1-p1	golg	7.5	2
PF3D7_1338800.1-p1	extr_plas	7.5	3
PF3D7_1338800.1-p1	E.R._golg	7	4
PF3D7_1338900.1-p1	extr	8	1
PF3D7_1338900.1-p1	E.R._golg	6.5	2
PF3D7_1338900.1-p1	plas	6	3
PF3D7_1338900.1-p1	E.R.	6	4
PF3D7_1338900.1-p1	golg	5	5
PF3D7_1338900.1-p1	lyso	3	6
PF3D7_1338900.1-p1	cysk_plas	3	7
PF3D7_1338900.1-p1	cyto_plas	3	8
PF3D7_1339000.1-p1	cyto	18.5	1
PF3D7_1339000.1-p1	cyto_nucl	16.5	2
PF3D7_1339000.1-p1	nucl	9.5	3
PF3D7_1339000.1-p1	mito	1.5	4
PF3D7_1339000.1-p1	E.R._mito	1.5	5
PF3D7_1339300.1-p1	nucl	15	1
PF3D7_1339300.1-p1	cyto	13	2
PF3D7_1339300.1-p1	plas	2	3
PF3D7_1339400.1-p1	cyto	19.5	1
PF3D7_1339400.1-p1	cyto_nucl	11.5	2
PF3D7_1339400.1-p1	extr	4	3
PF3D7_1339400.1-p1	pero	3	4
PF3D7_1339400.1-p1	nucl	2.5	5
PF3D7_1339400.1-p1	mito_pero	2.5	6
PF3D7_1339500.1-p1	cyto_mito	11.3333	1
PF3D7_1339500.1-p1	cyto	11	2
PF3D7_1339500.1-p1	mito	11	3
PF3D7_1339500.1-p1	cyto_nucl	11	4
PF3D7_1339600.1-p1	plas	18	1
PF3D7_1339600.1-p1	cyto	7	2
PF3D7_1339600.1-p1	mito	2.5	3
PF3D7_1339600.1-p1	nucl	2	4
PF3D7_1339600.1-p1	E.R.	2	5
PF3D7_1339600.1-p1	mito_pero	2	6
PF3D7_1339700.1-p1	cyto_nucl	19	1
PF3D7_1339700.1-p1	nucl	17	2
PF3D7_1339700.1-p1	cyto	15	3
PF3D7_1339800.1-p1	cyto	20.5	1
PF3D7_1339800.1-p1	cyto_nucl	15	2
PF3D7_1339800.1-p1	nucl	6.5	3
PF3D7_1339800.1-p1	mito	5	4
PF3D7_1339900.1-p1	plas	32	1
PF3D7_1340000.1-p1	E.R.	19.5	1
PF3D7_1340000.1-p1	E.R._golg	11.5	2
PF3D7_1340000.1-p1	extr	9	3
PF3D7_1340100.1-p1	cyto	15	1
PF3D7_1340100.1-p1	mito	5	2
PF3D7_1340100.1-p1	plas	4	3
PF3D7_1340100.1-p1	nucl	4	4
PF3D7_1340100.1-p1	mito_pero	4	5
PF3D7_1340200.1-p1	extr	29	1
PF3D7_1340300.1-p1	cyto	15	1
PF3D7_1340300.1-p1	cyto_nucl	12.8333	2
PF3D7_1340300.1-p1	nucl	9.5	3
PF3D7_1340300.1-p1	cyto_mito	9	4
PF3D7_1340300.1-p1	mito_pero	2.83333	5
PF3D7_1340300.1-p1	plas	2.5	6
PF3D7_1340400.1-p1	cyto	26.5	1
PF3D7_1340400.1-p1	cyto_nucl	14.5	2
PF3D7_1340400.1-p1	pero	2	3
PF3D7_1340500.1-p1	cyto	17	1
PF3D7_1340500.1-p1	cyto_nucl	16.5	2
PF3D7_1340500.1-p1	nucl	14	3
PF3D7_1340600.1-p1	cyto	17.5	1
PF3D7_1340600.1-p1	cyto_nucl	13.5	2
PF3D7_1340600.1-p1	nucl	8.5	3
PF3D7_1340600.1-p1	pero	3	4
PF3D7_1340700.1-p1	cyto	11	1
PF3D7_1340700.1-p1	cysk	8	2
PF3D7_1340700.1-p1	nucl	7	3
PF3D7_1340700.1-p1	mito	4	4
PF3D7_1340700.1-p1	cysk_plas	4	5
PF3D7_1340800.1-p1	cyto	19	1
PF3D7_1340800.1-p1	cyto_nucl	11	2
PF3D7_1340800.1-p1	mito	7	3
PF3D7_1340800.1-p1	E.R._mito	5	4
PF3D7_1340900.1-p1	plas	32	1
PF3D7_1341200.1-p1	cyto	15.5	1
PF3D7_1341200.1-p1	cyto_nucl	12	2
PF3D7_1341200.1-p1	nucl	7.5	3
PF3D7_1341200.1-p1	mito	6	4
PF3D7_1341300.1-p1	mito	20.5	1
PF3D7_1341300.1-p1	mito_nucl	13	2
PF3D7_1341300.1-p1	cyto	7	3
PF3D7_1341300.1-p1	nucl	4.5	4
PF3D7_1341500.1-p1	cyto	21.5	1
PF3D7_1341500.1-p1	cyto_nucl	17	2
PF3D7_1341500.1-p1	nucl	9.5	3
PF3D7_1341600.1-p1	plas	27	1
PF3D7_1341600.1-p1	E.R.	4	2
PF3D7_1341700.1-p1	cyto	13	1
PF3D7_1341700.1-p1	mito_pero	8.5	2
PF3D7_1341700.1-p1	pero	8	3
PF3D7_1341700.1-p1	mito	7	4
PF3D7_1341700.1-p1	cyto_plas	7	5
PF3D7_1341700.1-p1	cyto_golg	7	6
PF3D7_1341800.1-p1	cyto_nucl	19.3333	1
PF3D7_1341800.1-p1	cyto	17.5	2
PF3D7_1341800.1-p1	nucl	13	3
PF3D7_1341800.1-p1	cyto_pero	10.6667	4
PF3D7_1341900.1-p1	cyto	17	1
PF3D7_1341900.1-p1	cyto_nucl	13.5	2
PF3D7_1341900.1-p1	nucl	8	3
PF3D7_1341900.1-p1	mito	7	4
PF3D7_1342000.1-p1	cyto	25	1
PF3D7_1342000.1-p1	nucl	4	2
PF3D7_1342100.1-p1	mito	12	1
PF3D7_1342100.1-p1	nucl	8.5	2
PF3D7_1342100.1-p1	cyto_nucl	7.5	3
PF3D7_1342100.1-p1	cyto	5.5	4
PF3D7_1342100.1-p1	plas	3	5
PF3D7_1342200.1-p1	nucl	18.5	1
PF3D7_1342200.1-p1	cyto_nucl	15	2
PF3D7_1342200.1-p1	cyto	10.5	3
PF3D7_1342300.1-p1	mito	16	1
PF3D7_1342300.1-p1	cyto_nucl	5	2
PF3D7_1342300.1-p1	nucl	4.5	3
PF3D7_1342300.1-p1	cyto	4.5	4
PF3D7_1342300.1-p1	extr	4	5
PF3D7_1342400.1-p1	cyto	21.5	1
PF3D7_1342400.1-p1	cyto_nucl	15	2
PF3D7_1342400.1-p1	nucl	5.5	3
PF3D7_1342400.1-p1	cysk	4	4
PF3D7_1342500.1-p1	extr	16	1
PF3D7_1342500.1-p1	E.R.	14	2
PF3D7_1342600.1-p1	cyto	22	1
PF3D7_1342600.1-p1	mito_pero	3.5	2
PF3D7_1342600.1-p1	nucl	3	3
PF3D7_1342600.1-p1	mito	3	4
PF3D7_1342600.1-p1	pero	2	5
PF3D7_1342700.1-p1	cyto	16	1
PF3D7_1342700.1-p1	extr	14	2
PF3D7_1342800.1-p1	cyto	24.5	1
PF3D7_1342800.1-p1	cyto_nucl	14.5	2
PF3D7_1342800.1-p1	mito	4	3
PF3D7_1342900.1-p1	cyto_nucl	16.6667	1
PF3D7_1342900.1-p1	cyto	16	2
PF3D7_1342900.1-p1	nucl	15	3
PF3D7_1342900.1-p1	cyto_plas	9	4
PF3D7_1342900.1-p1	cyto_mito	9	5
PF3D7_1343000.1-p1	cyto	23.5	1
PF3D7_1343000.1-p1	cyto_nucl	14.3333	2
PF3D7_1343000.1-p1	cyto_pero	14.1667	3
PF3D7_1343000.1-p1	pero	3.5	4
PF3D7_1343100.1-p1	nucl	16	1
PF3D7_1343100.1-p1	cyto_nucl	16	2
PF3D7_1343100.1-p1	cyto	12	3
PF3D7_1343200.1-p1	cyto	21.5	1
PF3D7_1343200.1-p1	cyto_nucl	15.5	2
PF3D7_1343200.1-p1	nucl	8.5	3
PF3D7_1343300.1-p1	nucl	25	1
PF3D7_1343300.1-p1	cyto_nucl	17.5	2
PF3D7_1343300.1-p1	cyto	6	3
PF3D7_1343400.1-p1	nucl	32	1
PF3D7_1343500.1-p1	mito	8.5	1
PF3D7_1343500.1-p1	E.R.	7	2
PF3D7_1343500.1-p1	plas	5	3
PF3D7_1343500.1-p1	pero	5	4
PF3D7_1343500.1-p1	cyto_mito	5	5
PF3D7_1343500.1-p1	extr	3	6
PF3D7_1343600.1-p1	cyto	26.5	1
PF3D7_1343600.1-p1	cyto_pero	14	2
PF3D7_1343600.1-p1	nucl	2	3
PF3D7_1343600.1-p1	mito	2	4
PF3D7_1343600.1-p1	mito_nucl	2	5
PF3D7_1343700.1-p1	cyto_nucl	17.5	1
PF3D7_1343700.1-p1	nucl	17	2
PF3D7_1343700.1-p1	cyto	14	3
PF3D7_1343800.1-p1	plas	26	1
PF3D7_1343800.1-p1	E.R.	4	2
PF3D7_1343900.1-p1	cyto	16	1
PF3D7_1343900.1-p1	cyto_nucl	15.5	2
PF3D7_1343900.1-p1	nucl	11	3
PF3D7_1343900.1-p1	E.R.	3	4
PF3D7_1344000.1-p1	cyto	22	1
PF3D7_1344000.1-p1	cyto_nucl	17.3333	2
PF3D7_1344000.1-p1	cyto_plas	12	3
PF3D7_1344000.1-p1	nucl	9.5	4
PF3D7_1344100.1-p1	nucl	20	1
PF3D7_1344100.1-p1	cyto	9	2
PF3D7_1344200.1-p1	E.R.	17.5	1
PF3D7_1344200.1-p1	E.R._golg	11.5	2
PF3D7_1344200.1-p1	extr	8	3
PF3D7_1344200.1-p1	golg	4.5	4
PF3D7_1344300.1-p1	nucl	18.5	1
PF3D7_1344300.1-p1	cyto_nucl	15.5	2
PF3D7_1344300.1-p1	cyto	11.5	3
PF3D7_1344400.1-p1	cyto	20	1
PF3D7_1344400.1-p1	cyto_nucl	13.8333	2
PF3D7_1344400.1-p1	cyto_pero	12.5	3
PF3D7_1344400.1-p1	nucl	4.5	4
PF3D7_1344400.1-p1	pero	3.5	5
PF3D7_1344500.1-p1	mito	13	1
PF3D7_1344500.1-p1	cyto	10.5	2
PF3D7_1344500.1-p1	cyto_nucl	6	3
PF3D7_1344500.1-p1	extr	4	4
PF3D7_1344500.1-p1	pero	2	5
PF3D7_1344500.1-p1	extr_plas	2	6
PF3D7_1344600.1-p1	pero	12	1
PF3D7_1344600.1-p1	mito_pero	8.83333	2
PF3D7_1344600.1-p1	E.R.	5	3
PF3D7_1344600.1-p1	cyto_mito	3.66667	4
PF3D7_1344600.1-p1	mito	3.5	5
PF3D7_1344600.1-p1	plas	3	6
PF3D7_1344600.1-p1	extr	3	7
PF3D7_1344600.1-p1	extr_plas	3	8
PF3D7_1344600.1-p1	E.R._golg	3	9
PF3D7_1344700.1-p1	cyto	20	1
PF3D7_1344700.1-p1	cyto_nucl	17.3333	2
PF3D7_1344700.1-p1	nucl	11.5	3
PF3D7_1344700.1-p1	cyto_mito	11	4
PF3D7_1344800.1-p1	E.R.	16	1
PF3D7_1344800.1-p1	extr	10	2
PF3D7_1344800.1-p1	pero	4	3
PF3D7_1344900.1-p1	nucl	15.5	1
PF3D7_1344900.1-p1	cyto_nucl	15	2
PF3D7_1344900.1-p1	cyto	13.5	3
PF3D7_1345000.1-p1	cyto_nucl	13.5	1
PF3D7_1345000.1-p1	cyto	12	2
PF3D7_1345000.1-p1	nucl	11	3
PF3D7_1345000.1-p1	extr	3	4
PF3D7_1345000.1-p1	E.R.	3	5
PF3D7_1345100.1-p1	extr	26	1
PF3D7_1345100.1-p1	cyto	5	2
PF3D7_1345200.1-p1	cyto_nucl	16.8333	1
PF3D7_1345200.1-p1	cyto	16	2
PF3D7_1345200.1-p1	nucl	12.5	3
PF3D7_1345200.1-p1	cyto_plas	9.16667	4
PF3D7_1345300.1-p1	cyto	15	1
PF3D7_1345300.1-p1	extr	10	2
PF3D7_1345300.1-p1	nucl	4	3
PF3D7_1345400.1-p1	nucl	13.5	1
PF3D7_1345400.1-p1	cyto_nucl	13.5	2
PF3D7_1345400.1-p1	cyto	12.5	3
PF3D7_1345400.1-p1	extr	3	4
PF3D7_1345500.1-p1	plas	21	1
PF3D7_1345500.1-p1	pero	7	2
PF3D7_1345500.1-p1	extr	2	3
PF3D7_1345600.1-p1	cyto	16.5	1
PF3D7_1345600.1-p1	cyto_nucl	15	2
PF3D7_1345600.1-p1	nucl	12.5	3
PF3D7_1345700.1-p1	cyto	22	1
PF3D7_1345700.1-p1	cyto_nucl	12.5	2
PF3D7_1345700.1-p1	mito	9	3
PF3D7_1345800.1-p1	cyto	16.5	1
PF3D7_1345800.1-p1	nucl	12	2
PF3D7_1345800.1-p1	cyto_plas	9.5	3
PF3D7_1345900.1-p1	cyto	17.5	1
PF3D7_1345900.1-p1	cyto_nucl	15.3333	2
PF3D7_1345900.1-p1	cyto_pero	10.8333	3
PF3D7_1345900.1-p1	nucl	9	4
PF3D7_1346000.1-p1	cyto_nucl	17	1
PF3D7_1346000.1-p1	nucl	15.5	2
PF3D7_1346000.1-p1	cyto	13	3
PF3D7_1346000.1-p1	cyto_pero	8.33333	4
PF3D7_1346000.1-p1	cyto_golg	8.33333	5
PF3D7_1346000.1-p1	cyto_mito	7.83333	6
PF3D7_1346100.1-p1	plas	30	1
PF3D7_1346200.1-p1	cyto	20	1
PF3D7_1346200.1-p1	cyto_nucl	15.3333	2
PF3D7_1346200.1-p1	cyto_pero	12.1667	3
PF3D7_1346200.1-p1	nucl	5.5	4
PF3D7_1346200.1-p1	extr	3	5
PF3D7_1346300.1-p1	cyto	19	1
PF3D7_1346300.1-p1	nucl	11	2
PF3D7_1346400.1-p1	plas	32	1
PF3D7_1346500.1-p1	cyto_nucl	18.8333	1
PF3D7_1346500.1-p1	cyto	16.5	2
PF3D7_1346500.1-p1	nucl	13	3
PF3D7_1346500.1-p1	cyto_pero	10.1667	4
PF3D7_1346600.1-p1	mito	25	1
PF3D7_1346600.1-p1	extr	3	2
PF3D7_1346600.1-p1	cyto	3	3
PF3D7_1346700.1-p1	E.R.	12	1
PF3D7_1346700.1-p1	plas	9.5	2
PF3D7_1346700.1-p1	extr_plas	7	3
PF3D7_1346700.1-p1	pero	6	4
PF3D7_1346700.1-p1	E.R._mito	6	5
PF3D7_1346700.1-p1	E.R._golg	6	6
PF3D7_1346800.1-p1	plas	16	1
PF3D7_1346800.1-p1	pero	10	2
PF3D7_1346800.1-p1	mito_pero	8	3
PF3D7_1346800.1-p1	cysk_plas	8	4
PF3D7_1346800.1-p1	cyto_plas	8	5
PF3D7_1346900.1-p1	cyto	17	1
PF3D7_1346900.1-p1	cyto_nucl	16.5	2
PF3D7_1346900.1-p1	nucl	12	3
PF3D7_1347000.1-p1	cyto	19	1
PF3D7_1347000.1-p1	cyto_pero	11.8333	2
PF3D7_1347000.1-p1	cyto_nucl	11.3333	3
PF3D7_1347000.1-p1	extr	6	4
PF3D7_1347000.1-p1	pero	3.5	5
PF3D7_1347100.1-p1	cyto	25	1
PF3D7_1347100.1-p1	nucl	4	2
PF3D7_1347200.1-p1	plas	32	1
PF3D7_1347300.1-p1	plas	32	1
PF3D7_1347400.1-p1	plas	28	1
PF3D7_1347400.1-p1	cyto	3	2
PF3D7_1347500.1-p1	nucl	17	1
PF3D7_1347500.1-p1	cyto_nucl	14.5	2
PF3D7_1347500.1-p1	cyto	10	3
PF3D7_1347500.1-p1	cysk	3	4
PF3D7_1347600.1-p1	extr	30	1
PF3D7_1347700.1-p1	cyto	11	1
PF3D7_1347700.1-p1	nucl	10	2
PF3D7_1347700.1-p1	cyto_mito	10	3
PF3D7_1347800.1-p1	cyto	17.5	1
PF3D7_1347800.1-p1	cyto_plas	11.1667	2
PF3D7_1347800.1-p1	cyto_nucl	11	3
PF3D7_1347800.1-p1	extr	7	4
PF3D7_1347800.1-p1	nucl	2	5
PF3D7_1347800.1-p1	mito	2	6
PF3D7_1347900.1-p1	mito	17	1
PF3D7_1347900.1-p1	nucl	8	2
PF3D7_1347900.1-p1	cyto	7	3
PF3D7_1348000.1-p1	plas	26	1
PF3D7_1348000.1-p1	cyto	3	2
PF3D7_1348100.1-p1	extr	27	1
PF3D7_1348100.1-p1	mito	2	2
PF3D7_1348100.1-p1	cyto_nucl	2	3
PF3D7_1348200.1-p1	cyto_nucl	14	1
PF3D7_1348200.1-p1	nucl	12	2
PF3D7_1348200.1-p1	cyto	10	3
PF3D7_1348200.1-p1	extr	6	4
PF3D7_1348300.1-p1	cyto	20	1
PF3D7_1348300.1-p1	nucl	8	2
PF3D7_1348300.1-p1	pero	3	3
PF3D7_1348400.1-p1	plas	32	1
PF3D7_1348500.1-p1	cyto	21.5	1
PF3D7_1348500.1-p1	cyto_nucl	14.8333	2
PF3D7_1348500.1-p1	cyto_plas	12.1667	3
PF3D7_1348500.1-p1	nucl	6	4
PF3D7_1348600.1-p1	nucl	15.5	1
PF3D7_1348600.1-p1	cyto_nucl	14.5	2
PF3D7_1348600.1-p1	cyto	12.5	3
PF3D7_1348700.1-p1	cyto	17.5	1
PF3D7_1348700.1-p1	cyto_nucl	15	2
PF3D7_1348700.1-p1	nucl	9.5	3
PF3D7_1348700.1-p1	pero	2	4
PF3D7_1348800.1-p1	plas	32	1
PF3D7_1348900.1-p1	nucl	15.5	1
PF3D7_1348900.1-p1	cyto_nucl	14	2
PF3D7_1348900.1-p1	cyto	11.5	3
PF3D7_1348900.1-p1	extr	4	4
PF3D7_1349000.1-p1	cyto	29	1
PF3D7_1349100.1-p1	cyto	22	1
PF3D7_1349100.1-p1	cyto_nucl	17.6667	2
PF3D7_1349100.1-p1	cyto_plas	13.1667	3
PF3D7_1349100.1-p1	nucl	5	4
PF3D7_1349200.1-p1	cyto	28	1
PF3D7_1349200.1-p1	mito	3	2
PF3D7_1349300.1-p1	nucl	18	1
PF3D7_1349300.1-p1	cyto_nucl	17	2
PF3D7_1349300.1-p1	cyto	14	3
PF3D7_1349400.1-p1	cyto	21	1
PF3D7_1349400.1-p1	plas	4	2
PF3D7_1349400.1-p1	nucl	3	3
PF3D7_1349400.1-p1	E.R.	2	4
PF3D7_1349400.1-p1	cysk_plas	2	5
PF3D7_1349500.1-p1	plas	30	1
PF3D7_1349600.1-p1	cyto_nucl	17.5	1
PF3D7_1349600.1-p1	nucl	17	2
PF3D7_1349600.1-p1	cyto	14	3
PF3D7_1349700.1-p1	plas	32	1
PF3D7_1349800.1-p1	cyto	19	1
PF3D7_1349800.1-p1	nucl	7	2
PF3D7_1349800.1-p1	golg	3	3
PF3D7_1349900.1-p1	mito	10.5	1
PF3D7_1349900.1-p1	cyto_mito	6	2
PF3D7_1349900.1-p1	pero	5	3
PF3D7_1349900.1-p1	extr	4	4
PF3D7_1349900.1-p1	E.R.	4	5
PF3D7_1349900.1-p1	plas	3	6
PF3D7_1349900.1-p1	nucl	3	7
PF3D7_1349900.1-p1	E.R._golg	3	8
PF3D7_1350000.1-p1	cyto_nucl	18.1667	1
PF3D7_1350000.1-p1	cyto	17.5	2
PF3D7_1350000.1-p1	nucl	11.5	3
PF3D7_1350000.1-p1	cyto_plas	10.8333	4
PF3D7_1350100.1-p1	cyto	20.5	1
PF3D7_1350100.1-p1	cyto_nucl	15.5	2
PF3D7_1350100.1-p1	nucl	9.5	3
PF3D7_1350200.1-p1	mito	20	1
PF3D7_1350200.1-p1	cyto	5	2
PF3D7_1350200.1-p1	nucl	4	3
PF3D7_1350300.1-p1	nucl	21	1
PF3D7_1350300.1-p1	cyto	7	2
PF3D7_1350300.1-p1	extr	2	3
PF3D7_1350300.1-p1	mito	2	4
PF3D7_1350400.1-p1	cyto	21	1
PF3D7_1350400.1-p1	nucl	6	2
PF3D7_1350400.1-p1	pero	3	3
PF3D7_1350500.1-p1	E.R.	15.5	1
PF3D7_1350500.1-p1	E.R._golg	10.5	2
PF3D7_1350500.1-p1	extr	10	3
PF3D7_1350500.1-p1	golg	4.5	4
PF3D7_1350600.1-p1	extr	12	1
PF3D7_1350600.1-p1	E.R.	11	2
PF3D7_1350600.1-p1	plas	5	3
PF3D7_1350600.1-p1	pero	2	4
PF3D7_1350600.1-p1	lyso	2	5
PF3D7_1350700.1-p1	E.R.	11	1
PF3D7_1350700.1-p1	plas	6	2
PF3D7_1350700.1-p1	pero	6	3
PF3D7_1350700.1-p1	mito	4.5	4
PF3D7_1350700.1-p1	golg	3	5
PF3D7_1350700.1-p1	cyto_mito	3	6
PF3D7_1350700.1-p1	cysk_plas	3	7
PF3D7_1350800.1-p1	cyto	19	1
PF3D7_1350800.1-p1	cyto_nucl	14.3333	2
PF3D7_1350800.1-p1	cyto_pero	11.5	3
PF3D7_1350800.1-p1	nucl	6.5	4
PF3D7_1350800.1-p1	pero	2.5	5
PF3D7_1350900.1-p1	nucl	20	1
PF3D7_1350900.1-p1	cyto_nucl	16.5	2
PF3D7_1350900.1-p1	cyto	11	3
PF3D7_1351000.1-p1	plas	21	1
PF3D7_1351000.1-p1	E.R.	7	2
PF3D7_1351000.1-p1	cyto	2	3
PF3D7_1351000.1-p1	pero	2	4
PF3D7_1351000.1-p1	cyto_pero	2	5
